(63,3478427, 12,0097505),
(63,3475484, 12,0118067),
(63,3420466, 12,0286938),
(63,3420054, 12,0289531),
(63,3419586, 12,0292628),
(63,3417921, 12,0302834),
(63,3417071, 12,0308346),
(63,3415996, 12,0316394),
(63,3415570, 12,0320442),
(63,3415179, 12,0325209),
(63,3414865, 12,0331037),
(63,3414689, 12,0335835),
(63,3414408, 12,0345696),
(63,3414257, 12,0349304),
(63,3414018, 12,0352510),
(63,3413652, 12,0355860),
(63,3413337, 12,0357961),
(63,3413140, 12,0359027),
(63,3412400, 12,0362814),
(63,3411535, 12,0366857),
(63,3410937, 12,0369296),
(63,3406952, 12,0384876),
(63,3397209, 12,0423233),
(63,3395560, 12,0429974),
(63,3393737, 12,0437251),
(63,3392130, 12,0443995),
(63,3391691, 12,0446018),
(63,3390786, 12,0450686),
(63,3390409, 12,0452930),
(63,3389874, 12,0456625),
(63,3389294, 12,0461816),
(63,3388998, 12,0465089),
(63,3388698, 12,0469389),
(63,3387154, 12,0495121),
(63,3386977, 12,0497580),
(63,3386791, 12,0499680),
(63,3386567, 12,0501792),
(63,3386161, 12,0505118),
(63,3385713, 12,0508018),
(63,3385362, 12,0510011),
(63,3384950, 12,0512092),
(63,3384175, 12,0515466),
(63,3383790, 12,0516991),
(63,3383085, 12,0519520),
(63,3379726, 12,0530156),
(63,3378975, 12,0532732),
(63,3378428, 12,0534767),
(63,3377732, 12,0537683),
(63,3376818, 12,0542198),
(63,3374248, 12,0556089),
(63,3373101, 12,0562087),
(63,3372257, 12,0565975),
(63,3371442, 12,0569161),
(63,3370791, 12,0571384),
(63,3369637, 12,0574765),
(63,3366207, 12,0584028),
(63,3364347, 12,0588789),
(63,3363317, 12,0591717),
(63,3362577, 12,0593701),
(63,3361697, 12,0596087),
(63,3360312, 12,0599789),
(63,3358579, 12,0603919),
(63,3356942, 12,0607245),
(63,3355401, 12,0610088),
(63,3353788, 12,0612556),
(63,3351790, 12,0614809),
(63,3349262, 12,0616847),
(63,3346398, 12,0618403),
(63,3343533, 12,0619315),
(63,3341173, 12,0619208),
(63,3339151, 12,0618671),
(63,3336695, 12,0617652),
(63,3334721, 12,0616364),
(63,3332362, 12,0614058),
(63,3301339, 12,0579189),
(63,3299437, 12,0577258),
(63,3297017, 12,0575219),
(63,3294729, 12,0573878),
(63,3292683, 12,0573020),
(63,3290299, 12,0572671),
(63,3287746, 12,0572779),
(63,3285062, 12,0573530),
(63,3282112, 12,0574924),
(63,3279800, 12,0576614),
(63,3277549, 12,0578626),
(63,3274972, 12,0581844),
(63,3272829, 12,0585036),
(63,3270987, 12,0588469),
(63,3269133, 12,0592600),
(63,3267664, 12,0596328),
(63,3266508, 12,0599949),
(63,3265316, 12,0604616),
(63,3262980, 12,0614272),
(63,3261210, 12,0621514),
(63,3259717, 12,0627603),
(63,3258224, 12,0633021),
(63,3256839, 12,0637500),
(63,3255358, 12,0641845),
(63,3253636, 12,0646378),
(63,3251469, 12,0651260),
(63,3249217, 12,0655766),
(63,3247507, 12,0658770),
(63,3245532, 12,0662016),
(63,3243726, 12,0664537),
(63,3241932, 12,0666924),
(63,3239969, 12,0669150),
(63,3237970, 12,0671189),
(63,3230589, 12,0678619),
(63,3223339, 12,0685565),
(63,3216583, 12,0692486),
(63,3214416, 12,0695302),
(63,3212778, 12,0697743),
(63,3211381, 12,0700210),
(63,3209888, 12,0703322),
(63,3208491, 12,0706889),
(63,3207166, 12,0710725),
(63,3205986, 12,0714694),
(63,3205022, 12,0718825),
(63,3203661, 12,0725423),
(63,3202577, 12,0730975),
(63,3201349, 12,0737466),
(63,3199627, 12,0746183),
(63,3197001, 12,0759836),
(63,3194231, 12,0774132),
(63,3192943, 12,0780838),
(63,3191184, 12,0790011),
(63,3189775, 12,0797333),
(63,3188438, 12,0804521),
(63,3187114, 12,0811710),
(63,3185704, 12,0819703),
(63,3178791, 12,0864147),
(63,3177989, 12,0869541),
(63,3175419, 12,0886356),
(63,3174994, 12,0888944),
(63,3172070, 12,0908618),
(63,3169902, 12,0920876),
(63,3139524, 12,1001476),
(63,3129260, 12,1025989),
(63,3090879, 12,1078321),
(63,2998903, 12,1115148),
(63,2992106, 12,1116395),
(63,2949668, 12,1171367),
(63,2912901, 12,1208704),
(63,2894661, 12,1223375),
(63,2887246, 12,1229276),
(63,2881592, 12,1233729),
(63,2854523, 12,1255749),
(63,2849146, 12,1259987),
(63,2830564, 12,1282491),
(63,2819349, 12,1303707),
(63,2805722, 12,1333346),
(63,2779563, 12,1390316),
(63,2716115, 12,1507850),
(63,2688995, 12,1551678),
(63,2569072, 12,1832424),
(63,2636545, 12,2155604),
(63,2647683, 12,2210750),
(63,2648129, 12,2224617),
(63,2648540, 12,2236319),
(63,2648986, 12,2250634),
(63,2656274, 12,2447482),
(63,2706296, 12,2673404),
(63,2733233, 12,2733700),
(63,2765560, 12,2909841),
(63,2769781, 12,2946480),
(63,2826440, 12,3133135),
(63,2856670, 12,3206654),
(63,2875660, 12,3252547),
(63,2876685, 12,3255014),
(63,2881990, 12,3267996),
(63,2887117, 12,3283573),
(63,2889718, 12,3321748),
(63,2884039, 12,3349267),
(63,2888766, 12,3359618),
(63,2889476, 12,3362190),
(63,2889940, 12,3369728),
(63,2889056, 12,3396966),
(63,2888912, 12,3402444),
(63,2876335, 12,3443627),
(63,2882866, 12,3458007),
(63,2886037, 12,3463673),
(63,2890984, 12,3473816),
(63,2896897, 12,3503642),
(63,2897320, 12,3515913),
(63,2893986, 12,3570657),
(63,2889471, 12,3596071),
(63,2886029, 12,3615222),
(63,2884660, 12,3622812),
(63,2870512, 12,3827250),
(63,2880832, 12,3935303),
(63,2900038, 12,3994741),
(63,2904438, 12,4007267),
(63,2906699, 12,4013503),
(63,2908411, 12,4017861),
(63,2915493, 12,4033029),
(63,2979342, 12,4122065),
(63,3009448, 12,4205616),
(63,3068084, 12,4375936),
(63,3070650, 12,4403885),
(63,3073277, 12,4433443),
(63,3073710, 12,4438110),
(63,3075602, 12,4458441),
(63,3078217, 12,4487463),
(63,3102059, 12,4747369),
(63,3107740, 12,4784270),
(63,3115028, 12,4813307),
(63,3160313, 12,4986136),
(63,3172920, 12,5057805),
(63,3175256, 12,5091373),
(63,3175393, 12,5093921),
(63,3176389, 12,5115059),
(63,3176411, 12,5115471),
(63,3177535, 12,5136906),
(63,3177885, 12,5140571),
(63,3178195, 12,5145576),
(63,3178569, 12,5152392),
(63,3178939, 12,5159284),
(63,3179679, 12,5170395),
(63,3187824, 12,5239274),
(63,3190817, 12,5253743),
(63,3190958, 12,5254409),
(63,3192790, 12,5263595),
(63,3197233, 12,5287087),
(63,3198872, 12,5298945),
(63,3201845, 12,5325813),
(63,3202519, 12,5331787),
(63,3205300, 12,5349469),
(63,3207420, 12,5358445),
(63,3217487, 12,5393617),
(63,3223543, 12,5414188),
(63,3229328, 12,5433922),
(63,3235024, 12,5450303),
(63,3238180, 12,5459642),
(63,3239051, 12,5462292),
(63,3239416, 12,5463405),
(63,3249661, 12,5508688),
(63,3251144, 12,5517002),
(63,3270651, 12,5566150),
(63,3328089, 12,5584054),
(63,3443911, 12,5791120),
(63,3478922, 12,5878978),
(63,3587971, 12,6063041),
(63,3594387, 12,6089073),
(63,3600087, 12,6113226),
(63,3609830, 12,6154578),
(63,3624087, 12,6216485),
(63,3628916, 12,6236929),
(63,3636685, 12,6273598),
(63,3635792, 12,6320899),
(63,3633933, 12,6330686),
(63,3630636, 12,6346356),
(63,3625060, 12,6369453),
(63,3620385, 12,6421100),
